,code,name,year,report_date,divi,shares
0,002797,第一创业,2015,2016-08-06,0.8,0.0
1,002798,帝王洁具,2015,2016-06-08,3.0,0.0
2,603701,德宏股份,2015,2016-06-02,2.8,0.0
3,300509,新美星,2015,2016-06-01,3.0,0.0
4,300511,雪榕生物,2015,2016-05-24,2.0,0.0
5,300508,维宏股份,2015,2016-05-11,1.6,0.0
6,002605,姚记扑克,2015,2016-04-30,1.0,0.0
7,002366,台海核电,2015,2016-04-30,0.5,0.0
8,002325,洪涛股份,2015,2016-04-30,0.4,2.0
9,002312,三泰控股,2015,2016-04-30,0.5,5.0
10,300318,博晖创新,2015,2016-04-30,0.0,10.0
11,000961,中南建设,2015,2016-04-30,0.4,15.0
12,000938,紫光股份,2015,2016-04-30,0.2,0.0
13,000887,中鼎股份,2015,2016-04-30,0.8,0.0
14,000690,宝新能源,2015,2016-04-30,2.0,0.0
15,000539,粤电力A,2015,2016-04-30,2.3,0.0
16,000402,金融街,2015,2016-04-30,4.0,0.0
17,000061,农产品,2015,2016-04-30,0.5,0.0
18,600686,金龙汽车,2015,2016-04-30,1.6,0.0
19,600677,航天通信,2015,2016-04-30,0.2,0.0
20,600189,吉林森工,2015,2016-04-30,0.5,0.0
21,603223,恒通股份,2015,2016-04-29,0.7,0.0
22,603918,金桥信息,2015,2016-04-29,1.3,10.0
23,603198,迎驾贡酒,2015,2016-04-29,5.0,0.0
24,601021,春秋航空,2015,2016-04-29,2.1,0.0
25,300343,联创互联,2015,2016-04-29,2.0,27.0
26,002680,长生生物,2015,2016-04-29,3.0,10.0
27,300429,强力新材,2015,2016-04-29,2.2,0.0
28,300287,飞利信,2015,2016-04-29,0.3,0.0
29,603077,和邦生物,2015,2016-04-29,0.1,0.0
30,002624,完美世界,2015,2016-04-29,0.3,0.0
31,603558,健盛集团,2015,2016-04-29,1.0,0.0
32,002567,唐人神,2015,2016-04-29,1.3,0.0
33,601985,中国核电,2015,2016-04-29,0.9,0.0
34,300016,北陆药业,2015,2016-04-29,0.2,0.0
35,601101,昊华能源,2015,2016-04-29,0.2,0.0
36,601901,方正证券,2015,2016-04-29,0.9,0.0
37,600900,长江电力,2015,2016-04-29,4.0,0.0
38,600469,风神股份,2015,2016-04-29,10.0,5.0
39,600031,三一重工,2015,2016-04-29,0.1,0.0
40,600584,长电科技,2015,2016-04-29,0.1,0.0
41,600004,白云机场,2015,2016-04-29,3.2,0.0
42,000899,赣能股份,2015,2016-04-29,4.0,0.0
43,000883,湖北能源,2015,2016-04-29,0.9,0.0
44,000869,张裕A,2015,2016-04-29,5.0,0.0
45,000852,石化机械,2015,2016-04-29,0.0,3.0
46,000816,智慧农业,2015,2016-04-29,0.1,0.0
47,000729,燕京啤酒,2015,2016-04-29,0.7,0.0
48,000709,河钢股份,2015,2016-04-29,0.3,0.0
49,000651,格力电器,2015,2016-04-29,15.0,0.0
50,000637,茂化实华,2015,2016-04-29,1.3,0.0
51,000616,海航投资,2015,2016-04-29,0.2,0.0
52,000571,新大洲A,2015,2016-04-29,0.3,0.0
53,000565,渝三峡A,2015,2016-04-29,0.1,0.0
54,600825,新华传媒,2015,2016-04-29,0.2,0.0
55,600824,益民集团,2015,2016-04-29,0.6,0.0
56,600783,鲁信创投,2015,2016-04-29,1.0,0.0
57,600757,长江传媒,2015,2016-04-29,0.3,0.0
58,000009,中国宝安,2015,2016-04-29,0.7,3.5
59,600272,开开实业,2015,2016-04-29,0.3,0.0
60,600295,鄂尔多斯,2015,2016-04-29,0.5,0.0
61,600897,厦门空港,2015,2016-04-29,3.8,0.0
62,600708,光明地产,2015,2016-04-29,1.0,0.0
63,600690,青岛海尔,2015,2016-04-29,2.1,0.0
64,600652,游久游戏,2015,2016-04-29,0.3,0.0
65,600642,申能股份,2015,2016-04-29,2.0,0.0
66,600638,新黄浦,2015,2016-04-29,1.3,0.0
67,600620,天宸股份,2015,2016-04-29,0.4,5.0
68,600613,神奇制药,2015,2016-04-29,0.7,0.0
69,600567,山鹰纸业,2015,2016-04-29,0.2,0.0
70,600503,华丽家族,2015,2016-04-29,0.0,0.0
71,600499,科达洁能,2015,2016-04-29,2.0,10.0
72,600418,江淮汽车,2015,2016-04-29,1.8,0.0
73,600361,华联综超,2015,2016-04-29,3.0,0.0
74,600322,天房发展,2015,2016-04-29,0.0,0.0
75,600241,时代万恒,2015,2016-04-29,0.3,0.0
76,600240,华业资本,2015,2016-04-29,1.0,0.0
77,600177,雅戈尔,2015,2016-04-29,8.0,0.0
78,600098,广州发展,2015,2016-04-29,1.9,0.0
